ID,RA,Dec,EBV,Gal Long,Gal Lat,Ecl Long,Ecl Lat,Entry,SFR,Ngal,Gal_names,DMs
6946,10.62731,41.0,1.0,121.11717,-21.84028,27.65531,33.13425,6945,3.236261890888947,2,"MESSIER 031,MESSIER 032,","24.45,24.46,"
3944,211.56398,54.0,1.0,100.91519,59.81334,175.49104,59.83739,3943,2.4334600909055126,5,"MESSIER 101,NGC 5474,SDSS J140334.05+541836.9,SDSS J140339.84+541856.8,SDSS J140508.15+533917.5,","29.14,28.33,27.75,27.81,27.93,"
30903,203.7299,-30.0,1.0,314.02751,31.9332,213.18973,-18.66795,30902,2.4022252905198846,1,"MESSIER 083,","28.34,"
29138,12.14724,-25.0,1.0,106.04222,-87.77768,0.44278,-27.6226,29137,2.363876743903221,1,"NGC 0253,","27.45,"
2816,308.0,60.0,1.0,95.38083,11.87882,356.83317,72.04852,2815,1.5998514320595185,1,"NGC 6946,","28.66,"
27810,11.78571,-21.0,1.0,113.6186,-83.79393,2.02952,-23.8713,27809,0.4470810523293714,1,"NGC 0247,","27.63,"
9842,23.37662,31.0,1.0,133.45031,-31.01107,33.30599,19.71144,9841,0.39966299881084966,1,"MESSIER 033,","24.67,"
1226,149.26829,70.0,1.0,140.98863,40.46251,118.83714,52.43036,1225,0.3514373529678342,1,"MESSIER 082,","27.85,"
1448,56.41791,68.0,1.0,138.14938,10.43841,72.45647,46.59869,1447,0.3369234730190942,1,"IC 0342,","27.65,"
